city_name,country_code,lattitude,longitude,temp,wind_speed,cloudiness,humidity
georgetown,sh,-15.850903259369105,-19.886924938836813,77.13,12.66,0,76
coquimbo,cl,-26.47310379942998,-81.71031203564641,68.0,16.11,0,64
yerbogachen,ru,61.689914330178055,109.05612939351363,-39.84,5.3,49,80
hermanus,za,-66.60866345092383,11.954898991556604,62.01,6.76,34,78
talnakh,ru,81.60138872062879,91.84212131765526,-23.24,4.45,100,84
port lincoln,au,-38.38960405285817,132.89373178674361,64.65,9.51,50,81
belmonte,br,-16.39679755692822,-32.740812451765095,82.4,10.36,40,61
saint-francois,gp,18.83628714995058,-56.55618807624374,75.2,9.22,75,88
riachao do jacuipe,br,-11.72823994701983,-39.189754443295726,81.55,12.82,100,58
kitob,uz,38.67960987137201,66.6625940063567,33.8,9.22,0,75
olafsvik,is,55.81374475270462,-30.778499498551128,30.79,17.38,97,87
busselton,au,-41.930610781031426,99.21639282478611,47.53,9.46,0,88
lata,sb,-5.162564107284183,168.57180019866502,39.87,8.08,0,44
hailar,cn,49.09959971208275,119.8567847935227,-19.41,5.46,100,87
port elizabeth,za,-49.891751456422796,27.369643435793478,66.2,8.05,75,88
east london,za,-69.93364301025076,52.802015489133765,68.0,5.75,75,88
semey,kz,50.0697186323641,80.63326750176628,21.72,7.34,100,97
mogadishu,so,-1.9645340370002202,47.63598551681247,77.41,22.1,0,82
dudinka,ru,70.02197891354348,86.13500598974377,-25.4,3.24,100,82
weihai,cn,37.63174111691532,122.33834014754461,37.17,29.46,0,77
sawai madhopur,in,25.962736451488425,76.61409238692954,47.19,4.34,0,54
maramba,tz,-4.943731374959498,38.52709691325467,65.28,5.95,41,100
soldotna,us,60.363138496885,-151.0466326651233,3.06,4.61,1,92
hohhot,cn,41.204648857565815,111.06002386391987,5.0,8.95,40,47
matay,eg,26.767841622254338,26.54317923943907,56.66,15.1,0,50
hilo,us,25.67785015562349,-147.81327216958252,68.36,6.91,90,83
avera,pf,-26.61308966805499,-154.26500107774604,57.42,13.8,90,78
benghazi,ly,33.19389699601861,18.25775527489793,57.04,11.88,99,52
dandeli,in,15.084237697096398,74.4969306296465,66.36,1.12,0,64
debica,pl,50.043435977382245,21.290544301989712,29.16,10.36,90,86
marsa matruh,eg,28.146503356344397,26.422049009168404,57.2,9.22,40,47
kahului,us,35.3444272221071,-149.53365809539514,71.67,19.57,40,73
barabai,id,-2.7631023777038877,115.25810458998967,73.06,0.74,75,93
muisne,ec,2.211084487779871,-83.38794271655495,84.2,9.22,75,84
luba,gq,1.6479147192096093,7.060122033482003,80.6,6.91,20,77
healesville,au,-37.836610034083854,145.52120468843196,58.73,2.39,100,97
ponta do sol,cv,18.652982512501794,-24.57846876329242,73.4,25.32,20,73
yarada,in,16.678971560693086,83.44777225333053,73.4,2.3,20,94
coihaique,cl,-48.17048893965359,-75.42500613054499,55.4,10.36,75,54
chimalpa,mx,19.41849537088828,-99.39801747684754,66.34,8.7,0,28
saint-philippe,re,-45.049072746107896,65.59754887150041,76.42,5.75,34,69
uzhur,ru,55.34444047970686,90.30229046183774,10.83,11.03,100,95
denpasar,id,-10.081378558708991,115.25698338064524,80.6,12.66,40,83
peterhead,gb,58.381731728926695,-0.2018812447941798,34.16,6.91,13,93
antofagasta,cl,-24.225649461497255,-73.08727775477865,72.45,18.41,20,68
juruti,br,-2.2935889951499036,-55.78616653761753,86.88,4.83,38,61
butaritari,ki,14.896363568436257,175.62345798631395,80.56,11.14,100,79
barrow,us,78.55215949886323,-156.29982860171708,81.21,10.16,88,28
narsaq,gl,75.42539412871258,-68.11184903898096,37.4,35.68,75,32
sikonge,tz,-5.433619869141438,32.60691112126307,75.2,1.86,20,69
pisco,pe,-26.2180142311936,-98.03641539938229,77.0,9.22,0,61
castro,cl,-50.11822387319048,-101.0516979398871,57.42,13.8,20,59
rincon,an,13.34235190998929,-68.14996140251537,87.73,10.36,20,58
ambikapur,in,23.513410431928165,83.27486978502657,53.53,2.71,0,65
provideniya,ru,54.720684819212295,-171.21564182728892,-0.26,24.56,97,89
san patricio,mx,4.348401078251214,-113.76377385954797,81.45,9.98,4,60
arandis,na,-22.32973370662461,15.24813695824028,68.0,2.89,1,84
neubrandenburg,de,53.67459823387978,13.247479213052657,33.67,3.0,91,80
gerede,tr,40.72839093450378,32.18992899566098,30.94,5.06,100,99
vestmanna,fo,65.4713101947948,-7.457059645189787,30.2,9.22,29,86
padang,id,-8.04325904245188,90.39533282218468,73.4,2.3,75,94
sinnamary,gf,16.587977406744827,-47.24738683894233,79.47,12.28,24,76
tiksi,ru,74.00472834491609,132.50607177544532,-39.08,2.64,88,82
saldanha,za,-42.60964585657047,-0.42802780442931976,64.4,21.85,0,68
norman wells,ca,65.89966471258049,-124.12026259983355,-29.2,2.3,75,68
sandwick,gb,59.14882661644097,-0.40329847999836943,33.8,10.36,20,86
nome,us,64.51607041364463,-162.94010474886693,67.93,19.57,1,26
preeceville,ca,52.17755014433999,-102.76826047278782,-8.81,8.88,15,88
